,Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total
271,Mississippi State University,No,4255,3277,1609,18,57,10094,1621,9866,3084,480,1479,77,77,15.9,20,6223,53,Mississippi State University,Mississippi,MS,Public,4 Year,10090.0,8760,18850,23360,33450
272,Mississippi University for Women,No,480,405,380,19,46,1673,1014,4386,2217,600,1500,49,54,15.8,8,5704,63,Mississippi University for Women,Mississippi,MS,Public,4 Year,7424.0,7040,14464,7040,14464
273,Missouri Valley College,Yes,1310,983,316,5,35,1057,175,8550,5050,400,900,35,67,17.4,16,4333,27,Missouri Valley College,Missouri,MO,Private,4 Year,9150.0,20600,29750,20600,29750
274,Monmouth College,Yes,2707,1881,478,14,34,1893,847,12480,5290,530,1740,70,85,14.2,15,9492,54,Monmouth College,Illinois,IL,Private,4 Year,8966.0,37674,46640,37674,46640
275,Montana State University,No,3500,2836,1779,15,42,8730,993,5552,3710,550,2300,75,83,17.6,8,6324,37,Montana State University,Montana,MT,Public,4 Year,10100.0,7421,17521,24849,34949
276,Montclair State University,No,5220,2128,865,19,53,6411,3186,3648,4834,700,950,82,87,21.5,9,6717,58,Montclair State University,New Jersey,NJ,Public,4 Year,15564.0,12790,28354,20578,36142
277,Moravian College,Yes,1232,955,303,23,58,1241,485,14990,4730,550,1250,86,92,15.2,28,9566,74,Moravian College,Pennsylvania,PA,Private,4 Year,13378.0,43636,57014,43636,57014
278,Morehouse College,Yes,3708,1678,722,41,66,2852,153,7050,5490,250,600,71,74,17.8,10,8122,83,Morehouse College,Georgia,GA,Private,4 Year,13438.0,27574,41012,27574,41012
279,Morningside College,Yes,586,533,239,16,36,950,228,10520,3678,500,1000,48,68,13.0,32,8111,56,Morningside College,Iowa,IA,Private,4 Year,9610.0,31530,41140,31530,41140
280,Morris College,Yes,882,730,330,2,13,926,12,4515,2550,850,2100,53,60,18.6,34,6990,60,Morris College,South Carolina,SC,Private,4 Year,6033.0,13886,19919,13886,19919
281,Mount Holyoke College,Yes,1800,1314,526,47,79,1891,40,19300,5700,750,750,79,91,9.0,51,18359,84,Mount Holyoke College,Massachusetts,MA,Private,4 Year,14660.0,49998,64658,49998,64658
282,Mount Marty College,Yes,279,276,126,17,37,600,435,6844,2980,500,500,45,55,11.7,38,5073,44,Mount Marty College,South Dakota,SD,Private,4 Year,7986.0,27276,35262,27276,35262
283,Mount Saint Mary College,Yes,1170,695,238,14,48,1170,429,7470,4600,250,1400,74,75,15.3,23,6898,88,Mount Saint Mary College,New York,NY,Private,4 Year,15108.0,31118,46226,31118,46226
284,Muhlenberg College,Yes,2519,1836,462,30,61,1656,352,16975,4565,600,850,76,86,12.8,39,10888,83,Muhlenberg College,Pennsylvania,PA,Private,4 Year,11765.0,52595,64360,52595,64360
285,Murray State University,No,2225,1910,1190,29,55,5968,955,4738,3110,700,940,72,76,20.2,27,5972,52,Murray State University,Kentucky,KY,Public,4 Year,9190.0,9084,18274,24540,33730
287,New Jersey Institute of Technology,No,1879,1216,483,27,62,3311,1646,8832,5376,700,1850,92,98,13.5,19,12529,72,New Jersey Institute of Technology,New Jersey,NJ,Public,4 Year,13600.0,17338,30938,32750,46350
288,New York University,Yes,13594,7244,2505,70,86,12408,2814,17748,7262,450,1000,87,98,7.8,16,21227,71,New York University,New York,NY,Private,4 Year,18156.0,51828,69984,51828,69984
289,Newberry College,Yes,872,722,154,14,36,601,36,10194,2600,500,1500,57,63,11.4,32,5788,83,Newberry College,South Carolina,SC,Private,4 Year,10666.0,26424,37090,26424,37090
290,Niagara University,Yes,2220,1796,467,65,99,1919,334,10320,4762,450,650,68,100,14.2,20,7788,65,Niagara University,New York,NY,Private,4 Year,13200.0,33180,46380,33180,46380
291,North Carolina Wesleyan College,Yes,812,689,195,7,24,646,84,8242,4230,600,1295,77,77,12.7,11,10090,52,North Carolina Wesleyan College,North Carolina,NC,Private,4 Year,10800.0,31000,41800,31000,41800
292,North Central College,Yes,1127,884,308,30,64,1310,766,11718,7398,450,1800,73,87,16.4,33,8871,76,North Central College,Illinois,IL,Private,4 Year,11019.0,38880,49899,38880,49899
293,North Dakota State University,No,2968,2297,1610,13,47,7368,1128,5834,2744,600,2000,79,83,17.0,24,6310,42,North Dakota State University,North Dakota,ND,Public,4 Year,8565.0,9294,17859,13273,21838
294,Northeastern University,Yes,11901,8492,2517,16,42,11160,10221,13380,7425,600,1750,73,82,12.9,17,9563,46,Northeastern University,Massachusetts,MA,Private,4 Year,16880.0,51387,68267,51387,68267
295,Northern Arizona University,No,5891,4931,1973,23,48,11249,2682,6746,3728,620,2342,78,83,21.7,7,6157,41,Northern Arizona University,Arizona,AZ,Public,4 Year,10282.0,11564,21846,25828,36110
296,Northern Illinois University,No,10706,7219,2397,12,37,14826,1979,7799,3296,470,1750,73,78,17.3,11,6086,56,Northern Illinois University,Illinois,IL,Public,4 Year,10880.0,12262,23142,12262,23142
297,Northwest Missouri State University,No,2729,2535,1257,8,29,4787,472,3735,3136,250,1630,62,65,21.7,23,5284,54,Northwest Missouri State University,Missouri,MO,Public,4 Year,10016.0,9805,19821,16457,26473
298,Northwestern College,Yes,860,811,366,22,56,1040,52,9900,3075,300,1800,68,68,14.9,34,6357,68,Northwestern College,Iowa,IA,Private,4 Year,9200.0,31100,40300,31100,40300
299,Northwestern College,Yes,860,811,366,22,56,1040,52,9900,3075,300,1800,68,68,14.9,34,6357,68,Northwestern College,Illinois,IL,For Profit,2 Year,12402.0,18485,30887,18485,30887
300,Northwestern University,Yes,12289,5200,1902,85,98,7450,45,16404,5520,759,1585,96,100,6.8,25,26385,92,Northwestern University,Illinois,IL,Private,4 Year,16626.0,54567,71193,54567,71193
301,Norwich University,Yes,1743,1625,626,8,29,1862,382,14134,5270,500,800,71,74,13.1,22,9209,63,Norwich University,Vermont,VT,Private,4 Year,13840.0,40016,53856,40016,53856
302,Notre Dame College,Yes,379,324,107,15,37,500,311,9990,4900,400,600,44,47,12.1,26,4948,33,Notre Dame College,Ohio,OH,Private,4 Year,9980.0,30160,40140,30160,40140
303,Oakland University,No,3041,2581,1173,16,56,6441,3982,9114,4030,400,650,88,90,19.7,13,6637,53,Oakland University,Michigan,MI,Public,4 Year,10100.0,12606,22706,24230,34330
304,Oberlin College,Yes,4778,2767,678,50,89,2587,120,19670,5820,575,1119,77,96,10.1,47,16593,83,Oberlin College,Ohio,OH,Private,4 Year,16338.0,55054,71392,55054,71392
305,Occidental College,Yes,2324,1319,370,52,81,1686,35,16560,5140,558,1152,91,93,10.5,30,16196,79,Occidental College,California,CA,Private,4 Year,15496.0,54686,70182,54686,70182
306,Oglethorpe University,Yes,792,649,186,56,87,769,377,12900,4340,600,4110,91,95,13.1,27,8568,67,Oglethorpe University,Georgia,GA,Private,4 Year,13200.0,38100,51300,38100,51300
307,Ohio Northern University,Yes,2936,2342,669,35,62,2502,66,15990,4080,600,825,73,78,14.5,31,9979,83,Ohio Northern University,Ohio,OH,Private,4 Year,11650.0,32260,43910,32260,43910
308,Ohio University,No,11023,8298,3183,21,54,14861,1310,7629,4095,550,2300,79,87,20.4,13,8811,64,Ohio University,Ohio,OH,Public,4 Year,11830.0,12192,24022,21656,33486
309,Ohio Wesleyan University,Yes,2190,1700,458,36,65,1780,48,16732,5650,550,550,93,93,12.1,32,12011,75,Ohio Wesleyan University,Ohio,OH,Private,4 Year,12430.0,45760,58190,45760,58190
310,Oklahoma Baptist University,Yes,758,681,484,35,59,1707,705,5390,3140,515,1290,63,71,15.1,18,5511,50,Oklahoma Baptist University,Oklahoma,OK,Private,4 Year,7350.0,28258,35608,28258,35608
311,Oklahoma Christian University,Yes,776,765,351,22,44,1419,228,6400,3150,500,1900,58,64,16.2,8,6578,45,Oklahoma Christian University,Oklahoma,OK,Private,4 Year,8190.0,22760,30950,22760,30950
312,Oklahoma State University,No,4522,3913,2181,29,57,12830,1658,5336,3344,800,3100,84,92,15.3,14,6433,48,Oklahoma State University,Oklahoma,OK,Public,4 Year,8549.0,9019,17568,24539,33088
313,Ouachita Baptist University,Yes,910,773,450,31,73,1310,61,6530,2800,500,1500,63,67,13.3,10,6413,65,Ouachita Baptist University,Arkansas,AR,Private,4 Year,7880.0,26790,34670,26790,34670
314,Pace University,Yes,8256,3750,1522,37,70,5809,4379,11000,5160,660,1115,90,95,13.8,10,10059,62,Pace University,New York,NY,Private,4 Year,19200.0,45280,64480,45280,64480
315,Pacific Lutheran University,Yes,1603,1392,504,31,68,2580,302,13312,4488,600,1516,78,78,11.0,23,9431,83,Pacific Lutheran University,Washington,WA,Private,4 Year,10790.0,42066,52856,42066,52856
316,Pacific Union College,Yes,940,668,385,20,48,1316,139,11925,3825,630,1926,48,87,12.3,12,9157,69,Pacific Union College,California,CA,Private,4 Year,8310.0,30060,38370,30060,38370
317,Pacific University,Yes,943,849,288,41,71,1041,35,14210,3994,450,1100,76,76,10.9,22,11216,42,Pacific University,Oregon,OR,Private,4 Year,12528.0,44298,56826,44298,56826
318,Pepperdine University,Yes,3821,2037,680,86,96,2488,625,18200,6770,500,700,95,98,11.6,13,16185,66,Pepperdine University,California,CA,Private,4 Year,15320.0,53932,69252,53932,69252
319,Peru State College,No,701,501,458,10,40,959,457,2580,2624,500,900,48,100,20.1,24,4870,44,Peru State College,Nebraska,NE,Public,4 Year,8010.0,7452,15462,7482,15492
320,Piedmont College,Yes,663,562,127,20,40,641,63,5640,3620,600,750,89,89,13.2,17,7309,31,Piedmont College,Georgia,GA,Private,4 Year,10168.0,25920,36088,25920,36088
321,Pitzer College,Yes,1133,630,220,37,73,750,30,17688,5900,650,850,100,100,10.4,11,14820,73,Pitzer College,California,CA,Private,4 Year,16844.0,54056,70900,54056,70900
322,Presbyterian College,Yes,1082,832,302,34,63,1133,30,11859,3635,554,1429,80,85,13.4,42,8354,85,Presbyterian College,South Carolina,SC,Private,4 Year,10480.0,38660,49140,38660,49140
323,Princeton University,Yes,13218,2042,1153,90,98,4540,146,19900,5910,675,1575,91,96,8.4,54,28320,99,Princeton University,New Jersey,NJ,Private,4 Year,16290.0,49330,65620,49330,65620
324,Providence College,Yes,5139,3346,973,20,55,3717,1358,14400,6200,450,1100,66,74,18.4,35,8135,96,Providence College,Rhode Island,RI,Private,4 Year,14700.0,50390,65090,50390,65090
325,Quincy University,Yes,1025,707,297,22,66,1070,72,10100,4140,450,1080,69,71,16.3,32,6880,80,Quincy University,Illinois,IL,Private,4 Year,10500.0,28462,38962,28462,38962
326,Radford University,No,5702,4894,1742,15,37,8077,472,6684,4110,500,900,73,83,19.6,9,4519,62,Radford University,Virginia,VA,Public,4 Year,9406.0,11210,20616,22845,32251
327,Ramapo College of New Jersey,No,2088,957,362,6,29,2745,1938,4449,4860,600,1655,74,95,17.8,8,7333,47,Ramapo College of New Jersey,New Jersey,NJ,Public,4 Year,12450.0,14374,26824,23715,36165
328,Randolph-Macon College,Yes,1771,1325,306,21,46,1071,27,13840,3735,400,900,77,80,10.7,38,11080,74,Randolph-Macon College,Virginia,VA,Private,4 Year,11860.0,41400,53260,41400,53260
329,Reed College,Yes,1966,1436,327,47,80,1199,61,19960,5490,500,450,90,90,11.8,37,15886,68,Reed College,Oregon,OR,Private,4 Year,14210.0,56340,70550,56340,70550
330,Regis College,Yes,427,385,143,18,38,581,533,12700,5800,450,700,81,85,10.3,37,11758,84,Regis College,Massachusetts,MA,Private,4 Year,15180.0,41015,56195,41015,56195
331,Rensselaer Polytechnic Institute,Yes,4996,4165,936,53,82,4291,16,17475,5976,1230,1100,94,98,15.4,21,15605,70,Rensselaer Polytechnic Institute,New York,NY,Private,4 Year,15260.0,53880,69140,53880,69140
332,Rhodes College,Yes,2302,1831,391,58,82,1345,59,15200,4768,550,1500,90,96,10.8,47,13388,77,Rhodes College,Tennessee,TN,Private,4 Year,11403.0,47890,59293,47890,59293
333,Rider University,Yes,3586,2424,730,16,31,2748,1309,13250,5420,700,3100,84,92,12.3,23,11299,70,Rider University,New Jersey,NJ,Private,4 Year,14700.0,41310,56010,41310,56010
334,Ripon College,Yes,587,501,211,28,52,735,28,15200,4100,350,650,87,90,9.4,49,12472,64,Ripon College,Wisconsin,WI,Private,4 Year,8400.0,43808,52208,43808,52208
335,Roanoke College,Yes,2227,1790,437,27,54,1460,239,13425,4425,450,1200,85,89,13.0,26,9405,72,Roanoke College,Virginia,VA,Private,4 Year,13690.0,44030,57720,44030,57720
336,Rocky Mountain College,Yes,560,392,270,11,31,743,118,8734,3362,600,625,56,78,11.3,27,6422,68,Rocky Mountain College,Montana,MT,Private,4 Year,8330.0,28512,36842,28512,36842
337,Roger Williams University,Yes,3304,2804,679,10,20,2111,1489,12520,6050,500,730,44,54,16.4,8,7957,61,Roger Williams University,Rhode Island,RI,Private,4 Year,15890.0,34522,50412,34522,50412
338,Rollins College,Yes,1777,1151,382,31,55,1668,1052,16425,5220,955,750,81,85,13.3,23,11561,90,Rollins College,Florida,FL,Private,4 Year,14735.0,49760,64495,49760,64495
339,Sacred Heart University,Yes,2307,1896,509,19,51,1707,1889,11070,5780,400,600,71,73,14.8,16,7120,82,Sacred Heart University,Connecticut,CT,Private,4 Year,15310.0,41420,56730,41420,56730
340,Saint Anselm College,Yes,2095,1553,514,15,40,1873,94,12950,5400,450,1120,70,82,14.5,29,6719,97,Saint Anselm College,New Hampshire,NH,Private,4 Year,14500.0,41200,55700,41200,55700
341,Saint Cloud State University,No,3971,3306,1921,10,34,11493,2206,4259,2625,350,1884,70,75,18.9,10,4629,58,Saint Cloud State University,Minnesota,MN,Public,4 Year,8900.0,8912,17812,17146,26046
342,Saint Joseph's College,Yes,833,682,217,12,33,716,2196,9985,5180,500,800,53,89,27.2,8,4322,85,Saint Joseph's College,Indiana,IN,Private,4 Year,13280.0,34880,48160,34880,48160
343,Saint Joseph's University,Yes,2519,2003,776,39,71,2473,1314,12750,6350,350,1690,84,90,17.4,13,8243,83,Saint Joseph's University,Pennsylvania,PA,Private,4 Year,14840.0,44973,59813,44973,59813
344,Saint Louis University,Yes,3294,2855,956,44,67,4576,1140,11690,4730,800,6800,84,94,4.6,19,18367,67,Saint Louis University,Missouri,MO,Private,4 Year,12290.0,43884,56174,43884,56174
345,Saint Mary's College,Yes,888,734,393,26,60,1433,27,12730,4514,500,1525,74,95,9.9,31,11165,98,Saint Mary's College,Indiana,IN,Private,4 Year,12580.0,42220,54800,42220,54800
346,Saint Michael's College,Yes,1910,1380,463,16,64,1715,106,13030,5860,500,750,79,88,14.5,34,10190,84,Saint Michael's College,Vermont,VT,Private,4 Year,12220.0,45375,57595,45375,57595
347,Saint Xavier University,Yes,785,647,295,15,65,1670,726,10860,4624,600,794,87,100,13.7,15,8953,55,Saint Xavier University,Illinois,IL,Private,4 Year,11340.0,33880,45220,33880,45220
348,Salem College,Yes,335,284,132,28,69,534,216,10475,6300,500,2000,68,68,11.2,46,9599,60,Salem College,North Carolina,NC,Private,4 Year,11850.0,29416,41266,29416,41266
349,Samford University,Yes,1680,1395,691,34,76,2959,402,8236,3700,569,1650,74,75,14.7,17,9533,61,Samford University,Alabama,AL,Private,4 Year,10550.0,31650,42200,31650,42200
350,San Diego State University,No,9402,7020,2151,20,70,16407,5550,8384,5110,612,2400,87,93,19.5,7,7930,41,San Diego State University,California,CA,Public,4 Year,16735.0,7488,24223,19368,36103
351,Santa Clara University,Yes,4019,2779,888,40,73,3891,128,13584,5928,630,1278,88,92,13.9,19,10872,100,Santa Clara University,California,CA,Private,4 Year,14910.0,51711,66621,51711,66621
352,Sarah Lawrence College,Yes,1380,768,263,57,82,1000,105,19300,6694,600,700,89,93,6.1,18,14779,83,Sarah Lawrence College,New York,NY,Private,4 Year,15370.0,55900,71270,55900,71270
353,Scripps College,Yes,855,632,139,60,83,569,7,17238,7350,600,800,95,100,8.2,41,18372,73,Scripps College,California,CA,Private,4 Year,16932.0,55024,71956,55024,71956
354,Seattle Pacific University,Yes,1183,1016,411,42,82,1922,704,12669,4875,600,1250,83,85,16.8,20,10368,66,Seattle Pacific University,Washington,WA,Private,4 Year,11796.0,42939,54735,42939,54735
355,Seattle University,Yes,2115,1540,494,28,72,2993,347,12825,4375,500,1500,85,85,12.2,16,10175,89,Seattle University,Washington,WA,Private,4 Year,12288.0,44610,56898,44610,56898
356,Seton Hall University,Yes,4576,3565,1000,16,36,4384,1530,12000,6484,650,1000,81,84,14.4,15,10080,64,Seton Hall University,New Jersey,NJ,Private,4 Year,15800.0,42470,58270,42470,58270
357,Siena College,Yes,2961,1932,628,24,68,2669,616,10800,5100,575,1090,71,82,14.1,42,8189,100,Siena College,New York,NY,Private,4 Year,15000.0,37575,52575,37575,52575
358,Simmons College,Yes,1003,782,295,23,53,1144,160,16160,6950,500,1200,74,81,8.9,33,14086,79,Simmons College,Massachusetts,MA,Private,4 Year,15200.0,40800,56000,40800,56000
359,Simpson College,Yes,1016,872,300,27,57,1116,602,11250,4980,550,1400,66,73,15.8,36,7411,70,Simpson College,Iowa,IA,Private,4 Year,8380.0,39144,47524,39144,47524
360,Skidmore College,Yes,4293,2728,591,25,62,2322,263,18710,5970,500,700,87,92,12.7,29,14837,81,Skidmore College,New York,NY,Private,4 Year,14494.0,54420,68914,54420,68914
361,Smith College,Yes,2925,1598,632,51,88,2479,95,18820,6390,500,1050,85,97,10.3,44,21199,90,Smith College,Massachusetts,MA,Private,4 Year,17520.0,52404,69924,52404,69924
362,South Dakota State University,No,2807,2589,1701,13,37,7000,1103,3811,2190,500,1970,62,65,15.0,29,5084,67,South Dakota State University,South Dakota,SD,Public,4 Year,7896.0,8764,16660,12128,20024
363,Southeast Missouri State University,No,2281,1870,1408,18,43,6553,1246,4680,3540,200,2150,75,76,17.1,8,5916,45,Southeast Missouri State University,Missouri,MO,Public,4 Year,8935.0,7418,16353,13155,22090
364,Southern Methodist University,Yes,4301,3455,1166,41,69,4892,387,12772,5078,576,1802,74,88,13.5,17,12726,72,Southern Methodist University,Texas,TX,Private,4 Year,16845.0,54493,71338,54493,71338
365,Southwest Baptist University,Yes,1093,1093,642,12,32,1770,967,7070,2500,400,1000,52,54,15.9,13,4718,71,Southwest Baptist University,Missouri,MO,Private,4 Year,7720.0,24010,31730,24010,31730
367,Southwestern College,Yes,213,155,75,28,66,504,147,7200,3532,550,1500,56,56,11.8,12,7818,52,Southwestern College,Kansas,KS,Private,4 Year,7760.0,30150,37910,30150,37910
368,Southwestern University,Yes,1244,912,352,44,77,1177,43,11850,4675,600,1050,83,89,11.3,35,12995,67,Southwestern University,Texas,TX,Private,4 Year,12000.0,42000,54000,42000,54000
369,Spalding University,Yes,283,201,97,10,45,589,263,8400,2800,600,900,50,56,10.6,40,6860,89,Spalding University,Kentucky,KY,Private,4 Year,7600.0,24500,32100,24500,32100
370,Spelman College,Yes,3713,1237,443,47,83,1971,107,7000,5565,660,2400,73,80,12.5,18,9988,65,Spelman College,Georgia,GA,Private,4 Year,13865.0,29314,43179,29314,43179
372,St. John's College,Yes,323,278,122,31,51,393,4,16150,5450,275,800,63,72,7.2,26,15622,64,St. John's College,Maryland,MD,Private,4 Year,12602.0,53218,65820,53218,65820
373,St. John's College,Yes,323,278,122,31,51,393,4,16150,5450,275,800,63,72,7.2,26,15622,64,St. John's College,New Mexico,NM,Private,4 Year,12148.0,54118,66266,54118,66266
374,St. John Fisher College,Yes,1368,1064,354,19,51,1687,677,10570,5600,400,800,86,81,14.5,29,7908,66,St. John Fisher College,New York,NY,Private,4 Year,12400.0,34310,46710,34310,46710
375,St. Lawrence University,Yes,2753,1820,505,31,56,1801,45,18720,5730,650,825,90,94,11.5,38,14980,85,St. Lawrence University,New York,NY,Private,4 Year,14134.0,54846,68980,54846,68980
376,St. Mary's College of Maryland,No,1340,695,285,42,73,1315,209,6800,4730,675,1250,84,89,11.6,23,10357,63,St. Mary's College of Maryland,Maryland,MD,Public,4 Year,13202.0,14806,28008,30568,43770
377,St. Norbert College,Yes,1334,1243,568,30,56,1946,95,12140,4450,425,1100,74,78,15.1,36,8595,88,St. Norbert College,Wisconsin,WI,Private,4 Year,9954.0,38129,48083,38129,48083
378,St. Thomas Aquinas College,Yes,861,609,215,10,27,1117,815,8650,5700,500,1750,69,73,16.1,13,6534,67,St. Thomas Aquinas College,New York,NY,Private,4 Year,13250.0,31950,45200,31950,45200
379,Stephens College,Yes,450,405,194,17,34,614,388,13900,5200,450,2150,46,63,10.9,17,9995,59,Stephens College,Missouri,MO,Private,4 Year,10632.0,30950,41582,30950,41582
380,Stetson University,Yes,1557,1227,489,37,69,1964,81,12315,4565,600,1365,85,90,12.5,24,10307,73,Stetson University,Florida,FL,Private,4 Year,13052.0,46030,59082,46030,59082
381,Stevens Institute of Technology,Yes,1768,1249,380,51,93,1263,11,16900,5680,450,750,89,89,19.0,33,12837,79,Stevens Institute of Technology,New Jersey,NJ,Private,4 Year,15244.0,52202,67446,52202,67446
382,Stonehill College,Yes,3646,2300,585,25,69,2022,926,12170,6172,480,800,79,79,13.0,30,7495,97,Stonehill College,Massachusetts,MA,Private,4 Year,16000.0,42746,58746,42746,58746
383,SUNY College at Buffalo,No,5318,3515,1025,8,29,7626,2091,6550,4040,550,1230,71,78,18.7,12,7511,42,SUNY College at Buffalo,New York,NY,Public,4 Year,14050.0,8210,22260,17990,32040
384,SUNY College at Cortland,No,7888,3519,1036,6,40,5011,346,6550,4680,630,1274,82,85,17.8,17,5563,53,SUNY College at Cortland,New York,NY,Public,4 Year,12486.0,8558,21044,18338,30824
385,SUNY College at Fredonia,No,4877,2798,814,13,48,4123,298,6550,4420,620,1481,82,90,16.3,10,6442,66,SUNY College at Fredonia,New York,NY,Public,4 Year,12630.0,8488,21118,18268,30898
386,SUNY College at Geneseo,No,8598,4562,1143,56,93,5060,146,6550,4170,600,650,79,84,19.1,25,5716,76,SUNY College at Geneseo,New York,NY,Public,4 Year,13610.0,8651,22261,18431,32041
387,SUNY College at New Paltz,No,8399,3609,656,19,53,4658,1478,6550,4240,550,1500,85,93,15.3,8,6608,53,SUNY College at New Paltz,New York,NY,Public,4 Year,13462.0,8254,21716,18034,31496
388,SUNY College at Plattsburgh,No,5549,3583,853,9,40,5004,475,6550,4176,600,1380,80,90,17.9,16,6174,65,SUNY College at Plattsburgh,New York,NY,Public,4 Year,12988.0,8479,21467,18259,31247
389,SUNY College at Potsdam,No,3150,2289,650,16,51,3598,234,6840,4660,500,1000,71,75,15.1,17,6436,59,SUNY College at Potsdam,New York,NY,Public,4 Year,13390.0,8462,21852,18242,31632
390,SUNY College at Purchase,No,2119,1264,390,5,33,2478,1441,6550,4760,1125,1362,80,100,14.9,8,8170,46,SUNY College at Purchase,New York,NY,Public,4 Year,13764.0,8698,22462,18478,32242
391,Susquehanna University,Yes,2096,1512,465,27,59,1442,166,16130,4710,400,800,83,86,13.9,37,10554,90,Susquehanna University,Pennsylvania,PA,Private,4 Year,12630.0,47290,59920,47290,59920
392,Sweet Briar College,Yes,462,402,146,36,68,527,41,14500,6000,500,600,91,99,6.5,48,18953,61,Sweet Briar College,Virginia,VA,Private,4 Year,13000.0,21000,34000,21000,34000
393,Syracuse University,Yes,10477,7260,2442,28,67,10142,117,15150,6870,635,960,73,84,11.3,13,14231,67,Syracuse University,New York,NY,Private,4 Year,15550.0,51853,67403,51853,67403
394,Tabor College,Yes,257,183,109,19,41,396,38,7850,3410,400,1500,55,70,10.0,15,7233,53,Tabor College,Kansas,KS,Private,4 Year,9850.0,28245,38095,28245,38095
395,Talladega College,Yes,4414,1500,335,30,60,908,119,5666,2964,1000,1400,56,58,15.5,7,5970,46,Talladega College,Alabama,AL,Private,4 Year,6704.0,12510,19214,12510,19214
396,Taylor University,Yes,1769,1092,437,41,80,1757,81,10965,4000,450,1250,60,61,14.2,32,8294,98,Taylor University,Indiana,IN,Private,4 Year,9614.0,34114,43728,34114,43728
397,Texas Christian University,Yes,4095,3079,1195,33,64,5064,660,8490,3320,650,2400,81,93,14.8,23,9158,64,Texas Christian University,Texas,TX,Private,4 Year,12804.0,46950,59754,46950,59754
398,Texas Southern University,No,4345,3245,2604,15,85,5584,3101,7860,3360,600,1700,65,75,18.2,21,3605,10,Texas Southern University,Texas,TX,Public,4 Year,10282.0,9173,19455,21623,31905
399,Texas Wesleyan University,Yes,592,501,279,19,44,1204,392,6400,3484,600,1800,80,83,14.5,10,7936,43,Texas Wesleyan University,Texas,TX,Private,4 Year,10559.0,30300,40859,30300,40859
400,The Citadel,No,1500,1242,611,12,36,2024,292,7070,2439,400,779,95,94,17.1,17,7744,84,The Citadel,South Carolina,SC,Public,4 Year,6904.0,14289,21193,36761,43665
401,Thiel College,Yes,1154,951,253,15,31,791,140,11172,4958,700,1350,68,76,11.6,16,9186,60,Thiel College,Pennsylvania,PA,Private,4 Year,12600.0,31700,44300,31700,44300
402,Tiffin University,Yes,845,734,254,5,21,662,351,7600,3800,600,1200,59,74,19.0,40,5096,39,Tiffin University,Ohio,OH,Private,4 Year,10600.0,25000,35600,25000,35600
403,Transylvania University,Yes,759,729,244,57,81,867,51,10900,4450,500,1000,81,91,12.1,41,10219,70,Transylvania University,Kentucky,KY,Private,4 Year,10460.0,38750,49210,38750,49210
404,Trinity University,Yes,2425,1818,601,62,93,2110,95,12240,5150,500,490,94,96,9.6,20,14703,93,Trinity University,Texas,TX,Private,4 Year,13464.0,42976,56440,42976,56440
405,Tulane University,Yes,7033,5125,1223,47,75,4941,1534,19040,5950,350,800,98,98,9.1,21,16920,74,Tulane University,Louisiana,LA,Private,4 Year,15190.0,54820,70010,54820,70010
